File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF752TTA	fastq	reads	ENCSR235ZEI	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RBBP7-human	RNA					False	2017-11-18	ENCODE				3	1	101		paired-ended	1	ENCFF841IJR		2744379169	Michael Snyder, Stanford	d8c399a7185947a5557f37d7e5965960		https://www.encodeproject.org/files/ENCFF752TTA/@@download/ENCFF752TTA.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF484ATQ	fastq	reads	ENCSR235ZEI	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RBBP7-human	RNA					False	2017-11-18	ENCODE				4	1	101		paired-ended	2	ENCFF401UKO		2878907386	Michael Snyder, Stanford	77bdc68d19c1ea75e149fdc8fadf784f		https://www.encodeproject.org/files/ENCFF484ATQ/@@download/ENCFF484ATQ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF009EMF	fastq	reads	ENCSR235ZEI	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RBBP7-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF496XTX		2923447764	Michael Snyder, Stanford	9a6c26c306055bfcfd7b6d7f2e1738e5		https://www.encodeproject.org/files/ENCFF009EMF/@@download/ENCFF009EMF.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF496XTX	fastq	reads	ENCSR235ZEI	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RBBP7-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF009EMF		2416784770	Michael Snyder, Stanford	4ef209e8a190831e70eef718b3cca078		https://www.encodeproject.org/files/ENCFF496XTX/@@download/ENCFF496XTX.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF427DIP	fastq	reads	ENCSR357LVC	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NR4A1-human	RNA					False	2017-11-18	ENCODE				3	1	101		paired-ended	1	ENCFF642UBU		2411248880	Michael Snyder, Stanford	9635728839b4afc78700150c0192945f		https://www.encodeproject.org/files/ENCFF427DIP/@@download/ENCFF427DIP.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF642UBU	fastq	reads	ENCSR357LVC	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NR4A1-human	RNA					False	2017-11-18	ENCODE				3	1	101		paired-ended	2	ENCFF427DIP		2801502285	Michael Snyder, Stanford	9d82bfb27a6038e28b130202efbfc881		https://www.encodeproject.org/files/ENCFF642UBU/@@download/ENCFF642UBU.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF080CVR	fastq	reads	ENCSR357LVC	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NR4A1-human	RNA					False	2017-11-18	ENCODE				4	1	101		paired-ended	1	ENCFF526ABG		2182433071	Michael Snyder, Stanford	46835d9ae8028580b58d63f33aaa8fc0		https://www.encodeproject.org/files/ENCFF080CVR/@@download/ENCFF080CVR.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF526ABG	fastq	reads	ENCSR357LVC	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NR4A1-human	RNA					False	2017-11-18	ENCODE				4	1	101		paired-ended	2	ENCFF080CVR		2538322562	Michael Snyder, Stanford	426f5663f7d4f489db7f5f48116168e0		https://www.encodeproject.org/files/ENCFF526ABG/@@download/ENCFF526ABG.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF345VRQ	fastq	reads	ENCSR104QKG	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				SIX5-human	RNA					False	2017-11-18	ENCODE				3	1	101		paired-ended	1	ENCFF112NPR		1488203616	Michael Snyder, Stanford	17c07fc029f28959cabfa73d011f0d6f		https://www.encodeproject.org/files/ENCFF345VRQ/@@download/ENCFF345VRQ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF112NPR	fastq	reads	ENCSR104QKG	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				SIX5-human	RNA					False	2017-11-18	ENCODE				3	1	101		paired-ended	2	ENCFF345VRQ		1689482810	Michael Snyder, Stanford	c6f46a91e005af477e1a6b8b2986d1b3		https://www.encodeproject.org/files/ENCFF112NPR/@@download/ENCFF112NPR.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF554ZGX	fastq	reads	ENCSR104QKG	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				SIX5-human	RNA					False	2017-11-18	ENCODE				4	1	101		paired-ended	1	ENCFF575DOT		1886568110	Michael Snyder, Stanford	cec63c71929502eb854634206e0d613c		https://www.encodeproject.org/files/ENCFF554ZGX/@@download/ENCFF554ZGX.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF575DOT	fastq	reads	ENCSR104QKG	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				SIX5-human	RNA					False	2017-11-18	ENCODE				4	1	101		paired-ended	2	ENCFF554ZGX		2096943527	Michael Snyder, Stanford	bccb42fc4c964e76bd0fd86d15f19cdf		https://www.encodeproject.org/files/ENCFF575DOT/@@download/ENCFF575DOT.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF366PNO	fastq	reads	ENCSR096VPS	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NFYA-human	RNA					False	2017-11-18	ENCODE				3	1	101		paired-ended	2	ENCFF183GWB		2633174246	Michael Snyder, Stanford	4cbc210dfc390db7bac222b0642c96be		https://www.encodeproject.org/files/ENCFF366PNO/@@download/ENCFF366PNO.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF174UPO	fastq	reads	ENCSR096VPS	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NFYA-human	RNA					False	2017-11-18	ENCODE				4	1	101		paired-ended	1	ENCFF137HLN		1797302390	Michael Snyder, Stanford	90ca088d489c7d672d66ef91d95d5c4f		https://www.encodeproject.org/files/ENCFF174UPO/@@download/ENCFF174UPO.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF183GWB	fastq	reads	ENCSR096VPS	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NFYA-human	RNA					False	2017-11-18	ENCODE				3	1	101		paired-ended	1	ENCFF366PNO		2358579717	Michael Snyder, Stanford	078ae4af62ab0b7365731c1bd0134d81		https://www.encodeproject.org/files/ENCFF183GWB/@@download/ENCFF183GWB.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF137HLN	fastq	reads	ENCSR096VPS	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NFYA-human	RNA					False	2017-11-18	ENCODE				4	1	101		paired-ended	2	ENCFF174UPO		2068439806	Michael Snyder, Stanford	8296fe2733519f8c5d459cc21a085823		https://www.encodeproject.org/files/ENCFF137HLN/@@download/ENCFF137HLN.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF758WRR	fastq	reads	ENCSR808HQN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NR2C2-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF844GRJ		3538063028	Michael Snyder, Stanford	0fc8983b20239e03fb25267c556147bc		https://www.encodeproject.org/files/ENCFF758WRR/@@download/ENCFF758WRR.fastq.gz		Illumina HiSeq 4000	/files/ENCFF568AEP/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF844GRJ	fastq	reads	ENCSR808HQN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NR2C2-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF758WRR		2905433783	Michael Snyder, Stanford	ea10702d8639c0c512227c4e01716618		https://www.encodeproject.org/files/ENCFF844GRJ/@@download/ENCFF844GRJ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF297OZN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF980IPH	fastq	reads	ENCSR808HQN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NR2C2-human	RNA					False	2017-11-18	ENCODE				4	1	101		paired-ended	1	ENCFF885MMZ		2559289298	Michael Snyder, Stanford	c6edf5130a2458c0fa5110153e46b896		https://www.encodeproject.org/files/ENCFF980IPH/@@download/ENCFF980IPH.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF248QZT	fastq	reads	ENCSR808HQN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NR2C2-human	RNA					False	2017-11-18	ENCODE				3	1	101		paired-ended	1	ENCFF658FIT		2593018284	Michael Snyder, Stanford	a1d942a63335a4ecf4bdd2c8935468d4		https://www.encodeproject.org/files/ENCFF248QZT/@@download/ENCFF248QZT.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF658FIT	fastq	reads	ENCSR808HQN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NR2C2-human	RNA					False	2017-11-18	ENCODE				3	1	101		paired-ended	2	ENCFF248QZT		2710551634	Michael Snyder, Stanford	7926238be54dad56338a8aea3cdd6def		https://www.encodeproject.org/files/ENCFF658FIT/@@download/ENCFF658FIT.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF885MMZ	fastq	reads	ENCSR808HQN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NR2C2-human	RNA					False	2017-11-18	ENCODE				4	1	101		paired-ended	2	ENCFF980IPH		2907420319	Michael Snyder, Stanford	83cfdfa9a18209206d12904b4076374e		https://www.encodeproject.org/files/ENCFF885MMZ/@@download/ENCFF885MMZ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF989CTY	fastq	reads	ENCSR734VBC	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HSF1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF584AON		3118122121	Michael Snyder, Stanford	0a7b298e15830f62412e2e64cfc22f72		https://www.encodeproject.org/files/ENCFF989CTY/@@download/ENCFF989CTY.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF584AON	fastq	reads	ENCSR734VBC	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HSF1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF989CTY		3392471177	Michael Snyder, Stanford	115faa6b2b397a56131f43f0c31869c2		https://www.encodeproject.org/files/ENCFF584AON/@@download/ENCFF584AON.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF507YDQ	fastq	reads	ENCSR734VBC	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HSF1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF986SUM		2303573065	Michael Snyder, Stanford	83a4f3d825f843ee0dab17a32e1bb2b6		https://www.encodeproject.org/files/ENCFF507YDQ/@@download/ENCFF507YDQ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF986SUM	fastq	reads	ENCSR734VBC	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HSF1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF507YDQ		2456608704	Michael Snyder, Stanford	6528c3e8dfd947b24b488cd0777bbced		https://www.encodeproject.org/files/ENCFF986SUM/@@download/ENCFF986SUM.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF827XGM	fastq	reads	ENCSR069OUL	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HMGA1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF134DQB		2366865929	Michael Snyder, Stanford	cb89c858eb4dca60c62e5224d8182d78		https://www.encodeproject.org/files/ENCFF827XGM/@@download/ENCFF827XGM.fastq.gz		Illumina HiSeq 4000	/files/ENCFF297OZN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF550UBH	fastq	reads	ENCSR069OUL	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HMGA1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF192JWJ		2713590744	Michael Snyder, Stanford	c2668ceaa0a3bda6c26c5243a821e1ea		https://www.encodeproject.org/files/ENCFF550UBH/@@download/ENCFF550UBH.fastq.gz		Illumina HiSeq 4000	/files/ENCFF883YZS/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF134DQB	fastq	reads	ENCSR069OUL	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HMGA1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF827XGM		2839290383	Michael Snyder, Stanford	b17b5815455b69db14c06f0a3caeb854		https://www.encodeproject.org/files/ENCFF134DQB/@@download/ENCFF134DQB.fastq.gz		Illumina HiSeq 4000	/files/ENCFF568AEP/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF192JWJ	fastq	reads	ENCSR069OUL	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HMGA1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF550UBH		3264722301	Michael Snyder, Stanford	4c4512eb4b14ec3aa4005614319c04d9		https://www.encodeproject.org/files/ENCFF192JWJ/@@download/ENCFF192JWJ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF586CLX/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF299IWU	fastq	reads	ENCSR376CFR	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				STAT5A-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF589OGK		3119118383	Michael Snyder, Stanford	aa95e3331a6832a32dd01e510c3bbfa4		https://www.encodeproject.org/files/ENCFF299IWU/@@download/ENCFF299IWU.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF863TKX	fastq	reads	ENCSR376CFR	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				STAT5A-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF102ZUG		2595684141	Michael Snyder, Stanford	17c6c8f4569e89d342b05916363002a0		https://www.encodeproject.org/files/ENCFF863TKX/@@download/ENCFF863TKX.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF589OGK	fastq	reads	ENCSR376CFR	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				STAT5A-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF299IWU		3640929618	Michael Snyder, Stanford	ff4aab44ed2192b205e87ea135272aba		https://www.encodeproject.org/files/ENCFF589OGK/@@download/ENCFF589OGK.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF102ZUG	fastq	reads	ENCSR376CFR	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				STAT5A-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF863TKX		2864237403	Michael Snyder, Stanford	5740524eb4c8bf5b32ccff5d517a0a6d		https://www.encodeproject.org/files/ENCFF102ZUG/@@download/ENCFF102ZUG.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF431WKX	fastq	reads	ENCSR688UTN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NR2F2-human	RNA					False	2017-11-18	ENCODE				4	1	101		paired-ended	1	ENCFF827UIA		2346262170	Michael Snyder, Stanford	18091dc6453d2f0603f6f67f8b206c7d		https://www.encodeproject.org/files/ENCFF431WKX/@@download/ENCFF431WKX.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF577ZLR	fastq	reads	ENCSR688UTN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NR2F2-human	RNA					False	2017-11-18	ENCODE				3	1	101		paired-ended	1	ENCFF766PRV		2267843892	Michael Snyder, Stanford	1ddb7296260e48099b24dcd92db352b4		https://www.encodeproject.org/files/ENCFF577ZLR/@@download/ENCFF577ZLR.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF766PRV	fastq	reads	ENCSR688UTN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NR2F2-human	RNA					False	2017-11-18	ENCODE				3	1	101		paired-ended	2	ENCFF577ZLR		2622934515	Michael Snyder, Stanford	8fff7b81de9a37eeb8fb5e43cad55ca7		https://www.encodeproject.org/files/ENCFF766PRV/@@download/ENCFF766PRV.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF827UIA	fastq	reads	ENCSR688UTN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NR2F2-human	RNA					False	2017-11-18	ENCODE				4	1	101		paired-ended	2	ENCFF431WKX		2719091138	Michael Snyder, Stanford	304a8ea3250766298af30a4df42a6cd2		https://www.encodeproject.org/files/ENCFF827UIA/@@download/ENCFF827UIA.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF073LAR	fastq	reads	ENCSR688UTN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NR2F2-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF940HYJ		1970497562	Michael Snyder, Stanford	444067efb7cc2daeaa58bd5f272c2e03		https://www.encodeproject.org/files/ENCFF073LAR/@@download/ENCFF073LAR.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF940HYJ	fastq	reads	ENCSR688UTN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NR2F2-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF073LAR		2392517670	Michael Snyder, Stanford	28faf2efb26c156f24ba1951d4a77a0d		https://www.encodeproject.org/files/ENCFF940HYJ/@@download/ENCFF940HYJ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF725QRR	fastq	reads	ENCSR171KMM	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NFYB-human	RNA					False	2018-01-17	ENCODE				1	1	101		paired-ended	1	ENCFF098FHQ		2371363501	Michael Snyder, Stanford	e12bae1376961505cfaf2c70b2f0a986		https://www.encodeproject.org/files/ENCFF725QRR/@@download/ENCFF725QRR.fastq.gz		Illumina HiSeq 4000	/files/ENCFF297OZN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF098FHQ	fastq	reads	ENCSR171KMM	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NFYB-human	RNA					False	2018-01-17	ENCODE				1	1	101		paired-ended	2	ENCFF725QRR		2714265569	Michael Snyder, Stanford	1c3644e2f857449a0271926ab190567a		https://www.encodeproject.org/files/ENCFF098FHQ/@@download/ENCFF098FHQ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF568AEP/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF084TKL	fastq	reads	ENCSR171KMM	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NFYB-human	RNA					False	2018-01-17	ENCODE				3	1	101		paired-ended	1	ENCFF597WAT		2561871125	Michael Snyder, Stanford	3a0de0312c2b6860cb909854a020c21a		https://www.encodeproject.org/files/ENCFF084TKL/@@download/ENCFF084TKL.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF111GZK	fastq	reads	ENCSR171KMM	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NFYB-human	RNA					False	2018-01-17	ENCODE				4	1	101		paired-ended	1	ENCFF034ASS		3434195270	Michael Snyder, Stanford	0e0e4e06c323e2210f633bcc2c47dc77		https://www.encodeproject.org/files/ENCFF111GZK/@@download/ENCFF111GZK.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF034ASS	fastq	reads	ENCSR171KMM	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NFYB-human	RNA					False	2018-01-17	ENCODE				4	1	101		paired-ended	2	ENCFF111GZK		3919597845	Michael Snyder, Stanford	001662646cb7ac15f4ed330435d1d9c5		https://www.encodeproject.org/files/ENCFF034ASS/@@download/ENCFF034ASS.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF597WAT	fastq	reads	ENCSR171KMM	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NFYB-human	RNA					False	2018-01-17	ENCODE				3	1	101		paired-ended	2	ENCFF084TKL		2937975742	Michael Snyder, Stanford	882499e469239df5c1cf130df2b53368		https://www.encodeproject.org/files/ENCFF597WAT/@@download/ENCFF597WAT.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF171QAL	fastq	reads	ENCSR171KMM	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NFYB-human	RNA					False	2018-01-17	ENCODE				2	1	101		paired-ended	1	ENCFF096GLT		1906321813	Michael Snyder, Stanford	3b2b448cac99a5efe303083c95e4b0aa		https://www.encodeproject.org/files/ENCFF171QAL/@@download/ENCFF171QAL.fastq.gz		Illumina HiSeq 4000	/files/ENCFF883YZS/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF096GLT	fastq	reads	ENCSR171KMM	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NFYB-human	RNA					False	2018-01-17	ENCODE				2	1	101		paired-ended	2	ENCFF171QAL		2380794782	Michael Snyder, Stanford	34b8ef5ddf839d9519b920203c1450f1		https://www.encodeproject.org/files/ENCFF096GLT/@@download/ENCFF096GLT.fastq.gz		Illumina HiSeq 4000	/files/ENCFF586CLX/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF285QVB	fastq	reads	ENCSR545HTM	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				USF1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF303VQW		2473246953	Michael Snyder, Stanford	9ad7702de682e9c8f6162764c05fadaf		https://www.encodeproject.org/files/ENCFF285QVB/@@download/ENCFF285QVB.fastq.gz		Illumina HiSeq 4000	/files/ENCFF883YZS/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF303VQW	fastq	reads	ENCSR545HTM	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				USF1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF285QVB		3037237779	Michael Snyder, Stanford	71aa166d63b0ef84ccf847d72690174c		https://www.encodeproject.org/files/ENCFF303VQW/@@download/ENCFF303VQW.fastq.gz		Illumina HiSeq 4000	/files/ENCFF586CLX/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
